ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
2400,62,36,3034000,90245,2,74000,3,11396000,0,1,0,1,0
2401,61,36,12506000,91380,2,451400,3,7844000,1,0,1,1,1
2402,42,17,4662000,95814,2,162800,3,0,0,0,0,1,0
2403,48,21,1702000,94720,3,49580,2,7030000,0,0,0,0,0
2404,38,13,10360000,90210,4,37000,1,0,1,0,0,0,0
2405,41,15,5550000,95010,1,111000,3,0,0,0,0,1,0
2406,57,32,962000,94588,4,66600,2,5772000,0,1,0,1,0
2407,31,7,740000,92354,1,37000,3,5994000,0,0,0,1,0
2408,39,15,7400000,94720,1,59200,2,0,0,0,0,1,0
2409,48,22,6290000,94105,3,81400,1,15022000,0,0,0,1,0
2410,55,31,5402000,95207,3,197580,1,16206000,0,0,0,1,0
2411,29,4,9620000,92630,2,495800,1,0,0,0,0,0,1
2412,47,22,4810000,91330,3,199800,2,0,0,0,0,1,0
2413,61,36,4366000,93118,4,125800,1,10952000,0,0,0,0,0
2414,60,34,2294000,91007,2,74000,3,0,0,0,0,0,0
2415,34,10,9916000,91775,1,296000,1,0,0,0,0,0,0
2416,45,21,814000,94143,4,14800,1,7844000,0,0,0,1,1
2417,60,35,2368000,93611,1,22200,3,5920000,0,0,0,1,0
2418,25,0,3922000,90095,2,118400,3,0,0,0,0,1,1
2419,41,17,2072000,95616,1,51800,1,0,0,0,0,0,1
2420,63,37,3256000,94550,2,74000,3,0,0,0,0,1,0
2421,63,39,2960000,91304,1,59200,1,8732000,0,0,0,0,1
2422,43,19,2960000,94949,3,44400,2,0,0,0,0,1,0
2423,58,32,12062000,95014,2,37000,1,29600000,0,0,0,0,0
2424,50,25,6068000,91335,1,96200,3,0,0,0,0,1,0
2425,38,12,6586000,94583,4,103600,2,0,0,0,0,0,0
2426,54,30,5772000,92507,4,118400,2,0,0,0,0,1,1
2427,61,36,4070000,94132,3,66600,3,14578000,0,0,0,0,0
2428,29,5,2516000,92675,4,29600,2,0,0,0,0,1,0
2429,39,12,7992000,92717,4,271580,2,22274000,1,0,0,0,1
2430,33,7,4292000,95616,4,162800,2,0,0,0,0,1,1
2431,23,-1,5402000,92120,4,192400,1,0,0,0,0,1,0
2432,56,31,3996000,91380,4,155400,1,0,0,0,0,1,0
2433,54,30,3330000,92182,4,66600,2,0,0,0,0,0,1
2434,37,11,9102000,94720,1,170200,2,0,1,1,1,1,0
2435,38,12,6882000,95616,1,384800,1,19758000,0,0,0,1,0
2436,34,9,7548000,92115,4,162800,2,0,0,0,0,1,0
2437,53,29,2886000,92626,3,111000,1,0,0,0,0,1,0
2438,65,40,8436000,94608,4,251600,2,0,0,0,0,0,1
2439,62,37,2146000,91030,1,22200,3,0,0,0,0,0,1
2440,51,25,2220000,91116,3,44400,2,10656000,0,0,0,0,1
2441,31,5,1628000,91401,1,44400,3,0,0,0,0,0,0
2442,64,38,2812000,94305,2,22200,1,13764000,0,0,0,1,1
2443,39,15,3034000,90028,2,125800,1,0,0,0,0,0,0
2444,28,3,11914000,92646,4,125800,3,31228000,1,0,1,1,1
2445,60,35,2812000,94701,3,37000,2,0,0,0,0,1,1
2446,47,23,1850000,93106,1,66600,3,0,0,0,0,1,0
2447,25,1,5180000,93010,4,192400,1,16132000,0,0,0,1,0
2448,44,19,14874000,95819,2,651200,1,0,0,0,0,1,1
2449,51,26,3108000,92103,2,44400,3,0,0,0,0,1,1
2450,31,7,4736000,94720,1,88800,1,0,0,0,0,1,0
2451,32,7,2072000,90034,4,81400,3,0,0,0,0,0,0
2452,51,25,8806000,93940,1,362600,1,15392000,0,0,0,1,1
2453,25,1,2072000,94596,1,74000,3,0,0,0,0,1,0
2454,43,19,4440000,94104,3,155400,3,0,0,0,0,1,0
2455,54,29,1702000,93955,1,111000,2,0,0,0,0,0,0
2456,34,8,12136000,94720,4,547600,3,0,1,0,0,1,0
2457,54,30,2886000,95211,2,59200,1,0,0,0,0,0,1
2458,42,17,1406000,92115,2,0,3,6290000,0,0,0,1,1
2459,46,20,5328000,93108,2,59200,3,0,0,0,0,1,1
2460,62,37,3034000,95060,3,66600,3,0,0,0,0,1,1
2461,31,5,2368000,92123,2,22200,2,9620000,0,0,0,1,0
2462,30,5,5106000,94302,1,59200,2,0,0,0,0,1,0
2463,52,28,1702000,95828,3,29600,1,0,0,0,0,1,0
2464,35,9,3256000,92009,4,14800,1,0,0,0,0,1,0
2465,60,36,2368000,92407,3,29600,2,12210000,0,0,0,1,0
2466,58,34,1850000,90059,2,22200,1,9102000,0,0,0,1,0
2467,24,-2,5920000,94105,2,118400,3,0,0,0,0,1,0
2468,40,16,6142000,92350,1,59200,2,17020000,0,1,0,1,0
2469,49,23,9842000,94304,1,540200,1,0,0,0,0,1,1
2470,43,18,6586000,92780,1,7400,2,22718000,0,0,0,0,1
2471,33,7,5994000,92122,2,333000,3,13838000,0,0,1,1,1
2472,36,11,3256000,91040,2,81400,2,6290000,0,0,0,1,0
2473,62,36,8806000,94720,2,148000,1,0,0,0,0,0,0
2474,57,32,2886000,92182,4,66600,1,10878000,0,0,0,0,0
2475,64,38,2960000,92122,2,74000,3,0,0,0,0,0,0
2476,52,26,5846000,95817,3,59200,1,13542000,0,0,0,0,0
2477,54,28,2220000,95616,4,51800,2,0,0,0,0,1,0
2478,40,14,13246000,90025,1,192400,3,0,1,0,0,1,0
2479,30,5,13172000,94063,2,495800,1,0,0,0,0,0,0
2480,55,30,6068000,94720,4,281200,2,0,0,0,0,1,0
2481,39,13,3700000,91768,2,177600,2,0,0,0,0,0,0
2482,55,30,4736000,94306,2,140600,2,0,0,0,0,0,0
2483,28,4,9546000,92115,1,111000,1,0,0,0,0,0,1
2484,44,18,5032000,93943,4,214600,1,0,0,1,0,0,0
2485,46,21,2220000,92697,1,103600,3,8288000,0,1,0,0,0
2486,61,36,3552000,94025,3,111000,1,0,0,0,0,0,1
2487,61,36,9620000,92717,1,96200,1,19018000,0,0,0,0,0
2488,45,20,2960000,92886,1,37000,3,0,0,1,0,1,0
2489,38,14,7770000,94708,2,140600,1,0,0,0,0,1,0
2490,29,3,3034000,92626,4,14800,1,0,0,0,0,1,0
2491,52,28,12432000,90404,3,481000,3,8732000,1,0,0,1,0
2492,38,14,5920000,92868,2,199800,1,0,0,0,0,1,0
2493,28,3,9916000,96091,2,229400,1,0,0,0,0,1,0
2494,34,9,3626000,94025,1,185000,3,0,0,0,0,0,0
2495,35,9,4662000,92697,2,133200,1,0,0,0,0,1,0
2496,46,22,5180000,94701,4,140600,1,15688000,0,0,0,0,1
2497,63,37,2368000,93117,3,51800,2,10434000,0,0,0,0,0
2498,33,9,1036000,95133,3,66600,3,8436000,0,0,0,0,0
2499,38,14,8214000,92028,2,451400,1,24124000,0,0,0,0,0
2500,53,27,2812000,94105,4,207200,2,10656000,0,1,0,1,0
2501,28,2,8954000,92096,2,148000,1,25234000,0,0,0,1,0
2502,44,18,6660000,95616,4,192400,3,0,0,0,0,1,0
2503,58,31,13172000,92009,2,444000,2,0,1,0,0,1,0
2504,38,14,1480000,94024,4,29600,2,5846000,0,0,0,1,1
2505,48,24,4514000,91380,2,125800,1,16946000,0,0,0,0,1
2506,33,7,3182000,96064,4,59200,1,0,0,0,0,0,0
2507,66,42,2886000,94590,1,140600,2,0,0,0,0,1,1
2508,59,34,4440000,90048,4,155400,1,17316000,0,0,0,1,1
2509,40,15,4662000,93407,3,222000,1,0,0,1,0,1,0
2510,36,11,592000,93401,4,14800,3,5994000,0,0,0,0,1
2511,62,38,3848000,95616,4,96200,2,0,0,0,0,1,1
2512,51,27,6808000,92121,4,222000,1,0,1,0,1,1,1
2513,58,32,8214000,90212,2,103600,1,22052000,0,0,0,1,0
2514,52,26,5254000,92037,1,103600,3,0,0,0,0,0,0
2515,41,16,1850000,92182,2,7400,2,6734000,0,1,0,0,0
2516,31,5,2516000,94558,1,140600,3,11544000,0,0,0,1,0
2517,28,3,5476000,94720,3,192400,3,0,0,0,0,0,0
2518,57,31,8880000,95616,2,148000,1,0,0,0,0,0,1
2519,61,37,3700000,95125,4,96200,2,0,0,0,0,0,1
2520,60,36,740000,92121,2,74000,1,0,0,0,0,1,1
2521,56,29,3330000,90095,4,185000,2,8362000,0,0,0,1,0
2522,49,23,2146000,94551,4,133200,1,0,0,0,0,1,1
2523,63,37,10730000,94025,2,510600,1,0,0,0,0,1,0
2524,49,23,7400000,95403,2,466200,1,0,0,0,0,0,0
2525,49,25,1776000,95678,3,29600,1,0,0,0,0,1,0
2526,32,8,4440000,95816,1,88800,1,0,0,0,0,1,1
2527,26,1,3700000,95616,4,44400,2,0,0,0,0,0,0
2528,27,1,3182000,95120,3,81400,2,0,0,0,0,0,0
2529,57,31,5846000,91335,3,325600,1,0,0,0,0,0,1
2530,29,5,3256000,95819,3,7400,2,0,0,0,0,1,1
2531,56,30,2294000,90024,4,111000,3,0,0,0,0,1,0
2532,59,35,1036000,94305,2,74000,1,7918000,0,0,0,1,0
2533,53,28,1406000,94608,4,59200,1,7844000,0,0,0,0,1
2534,54,29,8214000,93023,1,81400,2,0,1,0,0,1,0
2535,56,30,6660000,94402,1,140600,2,0,0,0,0,1,0
2536,50,25,1554000,90274,2,51800,3,9546000,0,0,0,0,0
2537,51,25,7696000,94949,1,310800,2,0,1,0,0,1,0
2538,53,27,5550000,94303,1,140600,2,0,0,0,0,1,0
2539,37,12,12950000,92037,2,577200,1,21978000,0,0,0,1,1
2540,32,7,7252000,95929,1,310800,1,12654000,1,1,1,0,0
2541,49,23,3034000,95521,4,7400,1,11322000,0,0,0,1,0
2542,34,8,12654000,90212,2,162800,2,42106000,1,0,0,1,0
2543,54,30,5846000,92630,4,118400,2,0,0,0,0,1,0
2544,64,39,1776000,94117,4,44400,2,0,0,0,0,0,0
2545,58,34,6660000,95039,1,266400,2,0,1,0,0,0,0
2546,25,-1,2886000,94720,3,177600,2,0,0,0,0,1,0
2547,50,25,666000,91911,2,0,1,0,0,1,0,0,0
2548,38,13,1110000,90245,2,7400,2,6660000,0,0,0,1,0
2549,48,24,5920000,91343,1,199800,1,0,0,0,0,1,0
2550,41,15,4662000,95060,1,51800,3,5846000,0,0,0,0,1
2551,32,8,1480000,93106,1,37000,3,7548000,0,0,0,1,0
2552,46,22,3182000,92120,2,155400,3,0,0,1,1,1,1
2553,39,15,4810000,95822,1,111000,3,0,0,0,0,0,0
2554,39,15,6734000,93907,2,125800,2,11174000,0,0,0,0,0
2555,63,39,3922000,93940,1,59200,1,0,0,0,0,0,0
2556,58,32,8140000,94143,3,125800,2,0,0,0,0,0,0
2557,28,4,6068000,92831,3,111000,1,7622000,0,0,0,1,0
2558,36,11,1702000,94553,4,14800,3,0,0,0,0,1,0
2559,43,19,12728000,95136,2,493580,1,0,0,0,0,1,0
2560,36,12,6512000,90212,2,199800,1,0,0,0,0,1,0
2561,44,18,5254000,93943,2,59200,3,0,0,0,0,1,0
2562,31,5,13320000,94720,1,214600,3,10656000,1,1,0,0,0
2563,45,21,2886000,92521,2,155400,3,13616000,0,0,0,0,1
2564,39,13,6956000,90401,1,111000,3,0,0,0,0,0,1
2565,43,16,1850000,94126,3,74000,2,0,0,0,0,1,0
2566,40,15,740000,94708,2,0,3,7548000,0,0,0,1,0
2567,30,5,3108000,94305,1,74000,1,13616000,0,0,0,0,0
2568,58,33,10508000,92333,2,288600,1,0,0,0,0,0,1
2569,46,21,2516000,92373,2,96200,1,0,0,0,0,1,0
2570,35,10,10286000,90024,1,340400,1,0,0,0,0,0,0
2571,30,4,11396000,95621,2,333000,1,15318000,0,0,0,1,0
2572,34,8,2960000,91768,2,148000,3,6586000,0,0,0,0,0
2573,62,32,2442000,93907,1,111000,3,10360000,0,0,0,1,1
2574,58,34,5920000,90095,2,118400,1,0,0,0,0,1,1
2575,45,18,740000,92037,3,49580,2,7400000,0,0,0,1,0
2576,42,16,3034000,90401,3,37000,3,0,0,0,0,1,0
2577,60,36,2220000,93711,4,96200,1,8732000,0,0,0,1,1
2578,55,29,5772000,95521,1,59200,3,14060000,0,0,0,1,0
2579,45,21,12136000,90638,1,370000,1,0,0,0,0,0,1
2580,52,27,1702000,92780,1,29600,3,0,0,0,0,0,0
2581,31,7,11026000,92624,1,444000,1,0,0,0,0,0,0
2582,60,34,1850000,94132,4,51800,3,0,0,0,0,1,0
2583,33,9,3108000,95010,1,155400,3,0,0,0,0,1,0
2584,37,11,5254000,91302,1,185000,1,13690000,0,0,0,1,1
2585,59,34,8436000,94606,3,310800,2,0,1,0,0,1,0
2586,51,26,5180000,91320,1,207200,2,0,0,0,0,1,1
2587,47,23,11026000,92675,4,451400,1,0,1,0,0,0,1
2588,60,33,4070000,94998,4,185000,2,0,0,0,0,1,0
2589,61,36,2146000,93065,1,96200,1,0,0,0,0,0,0
2590,64,40,9102000,90840,1,281200,1,0,0,0,0,1,1
2591,46,20,11248000,95814,1,547600,3,27676000,1,0,1,1,1
2592,31,7,592000,95131,4,51800,2,0,0,0,0,0,0
2593,57,32,5106000,94710,4,51800,1,18130000,0,0,0,0,0
2594,48,23,11914000,96003,4,584600,3,22940000,1,0,0,0,0
2595,48,23,5846000,94024,1,14800,2,0,0,0,0,0,0
2596,35,10,7770000,92780,1,340400,1,0,0,0,0,0,0
2597,33,8,2886000,95032,3,170200,1,0,0,0,0,0,0
2598,47,23,12062000,92653,1,370000,1,0,0,0,0,0,0
2599,46,20,666000,94005,1,14800,1,0,0,0,0,1,0
2600,44,20,5254000,91006,4,148000,3,0,0,0,0,0,1
2601,42,18,3774000,92868,3,155400,3,0,0,0,0,0,0
2602,50,24,2368000,90277,1,103600,3,12358000,0,0,0,0,0
2603,52,26,11914000,93108,4,318200,1,0,1,0,1,1,1
2604,53,27,4440000,90049,1,14800,1,0,0,0,0,1,0
2605,37,10,2590000,92521,4,74000,2,0,0,0,0,0,0
2606,64,40,3034000,94305,4,88800,2,0,0,0,0,1,0
2607,46,22,5402000,92648,2,125800,1,15984000,0,0,0,1,0
2608,57,33,3626000,94305,4,111000,1,15836000,0,1,1,1,1
2609,61,35,5846000,94024,2,148000,1,14356000,0,0,0,1,1
2610,42,18,8880000,93407,2,555000,1,0,0,1,0,0,0
2611,40,16,4440000,94501,2,236800,1,0,0,0,0,0,0
2612,33,8,5772000,95051,3,44400,2,0,0,0,0,1,0
2613,50,26,2960000,95138,4,81400,2,9694000,0,0,0,0,0
2614,52,26,8140000,94501,2,399600,3,15096000,1,1,1,1,0
2615,35,11,11840000,92093,4,421800,3,0,1,1,0,0,0
2616,57,32,5032000,94542,4,51800,1,14134000,0,0,0,1,1
2617,56,31,3626000,92182,2,118400,3,7622000,0,0,0,1,0
2618,44,20,4810000,92037,2,185000,1,0,0,0,0,1,0
2619,23,-3,4070000,92704,3,177600,2,10730000,0,0,0,1,0
2620,33,8,4588000,92093,3,170200,1,7252000,0,0,0,0,1
2621,48,22,11248000,95616,1,0,1,0,0,0,0,0,0
2622,45,18,3108000,95126,3,185000,2,0,0,0,0,0,0
2623,54,28,2886000,90245,4,51800,2,0,0,0,0,1,0
2624,42,17,8214000,94304,3,222000,1,0,1,1,1,0,1
2625,47,21,6068000,94109,3,155400,1,0,0,0,0,0,0
2626,61,36,7992000,93943,4,251600,2,0,0,0,0,1,0
2627,53,27,4366000,92038,2,59200,3,0,0,0,0,1,0
2628,56,30,4514000,93106,3,185000,1,14282000,0,0,0,1,0
2629,33,6,5772000,95819,4,148000,2,0,0,1,0,1,0
2630,44,18,1332000,93943,2,7400,3,0,0,0,0,1,0
2631,63,37,8362000,94611,4,125800,3,0,0,0,0,1,1
2632,47,20,4588000,92521,1,197580,2,0,0,0,0,1,0
2633,50,24,5994000,94720,1,362600,1,18352000,0,0,0,1,0
2634,49,25,962000,95054,3,29600,1,7844000,0,0,0,1,0
2635,34,9,5550000,94303,1,207200,1,14356000,0,0,0,0,0
2636,40,14,2442000,95616,2,59200,3,6586000,0,0,0,1,0
2637,38,13,13246000,93943,1,303400,1,0,0,0,0,1,0
2638,51,26,5106000,94005,3,148000,2,0,0,0,0,1,0
2639,28,4,3330000,94025,1,74000,3,0,0,0,0,1,0
2640,52,26,4366000,95762,3,222000,2,0,0,0,0,1,0
2641,39,13,5994000,94309,2,207200,1,0,0,0,0,1,0
2642,29,5,9842000,90095,1,399600,1,15688000,0,0,0,1,0
2643,54,29,5994000,92096,2,0,3,0,0,0,0,1,0
2644,63,38,1036000,92630,4,29600,2,6364000,0,0,0,1,1
2645,40,14,2072000,94061,2,59200,3,0,0,0,0,0,0
2646,36,12,6882000,95125,2,162800,1,0,0,0,0,1,0
2647,45,20,14134000,92007,3,192400,3,9102000,1,0,0,0,0
2648,61,37,11470000,91605,1,214600,1,0,0,0,0,1,0
2649,26,0,11470000,93105,2,532800,1,0,0,0,0,0,0
2650,33,8,5032000,92407,4,96200,1,0,0,0,0,1,0
2651,64,40,3848000,95060,2,81400,1,16724000,0,0,0,0,0
2652,43,17,3774000,94025,1,51800,3,0,0,0,0,0,0
2653,24,0,3256000,90089,4,118400,1,13320000,0,0,0,1,0
2654,30,5,8954000,94555,2,229400,1,30192000,0,0,0,1,0
2655,60,36,3626000,94965,4,162800,1,15096000,0,1,0,1,0
2656,50,26,3108000,91784,2,74000,3,5772000,0,1,0,1,0
2657,40,15,10656000,91040,1,303400,1,0,0,0,0,0,0
2658,31,6,5328000,94583,1,192400,2,0,0,0,0,1,0
2659,30,4,3256000,94304,1,111000,1,8066000,0,0,0,0,0
2660,60,35,3182000,91763,3,66600,3,12950000,0,0,0,0,0
2661,39,14,5476000,93063,1,7400,2,10656000,0,1,0,1,0
2662,66,41,10730000,90009,1,185000,1,0,0,0,0,1,0
2663,65,41,11692000,92346,2,155400,1,0,0,0,0,0,0
2664,54,28,5772000,91311,4,362600,1,0,0,0,0,0,0
2665,54,29,11396000,95014,1,177600,2,26048000,1,0,0,1,0
2666,35,9,7770000,90064,2,333000,3,0,0,0,0,0,0
2667,32,7,7400000,92126,3,44400,2,0,0,0,0,1,0
2668,63,39,4292000,94112,1,0,2,0,0,0,0,1,0
2669,60,35,8362000,94507,1,66600,1,30044000,0,0,0,1,0
2670,43,18,740000,91902,2,7400,2,0,0,1,0,0,1
2671,59,33,10508000,94080,2,199800,1,0,0,0,0,0,0
2672,62,37,9472000,92093,1,185000,1,0,0,0,0,0,0
2673,30,5,9694000,92068,3,37000,3,0,1,0,0,0,0
2674,54,30,6512000,92647,4,74000,2,9028000,0,0,0,1,0
2675,30,6,7474000,90245,2,44400,1,0,0,0,0,1,0
2676,31,1,5180000,92115,2,129500,3,0,0,0,1,1,1
2677,44,20,9028000,91765,1,22200,1,0,0,1,0,1,0
2678,32,8,5180000,91423,3,111000,1,0,0,0,0,1,0
2679,63,38,10952000,93023,2,318200,3,0,1,0,0,1,0
2680,57,32,3182000,92704,2,155400,3,12284000,0,0,0,1,0
2681,60,30,2294000,95060,1,111000,3,0,0,0,0,1,0
2682,37,11,2590000,94609,2,59200,3,0,0,0,0,0,0
2683,53,27,5994000,90032,4,192400,3,0,0,0,0,1,0
2684,51,25,1406000,95812,1,103600,3,7252000,0,0,0,0,0
2685,30,5,7252000,92028,4,133200,3,9546000,0,1,1,1,1
2686,28,2,7474000,90280,4,155400,3,0,0,0,0,1,0
2687,50,24,5994000,95053,2,29600,3,0,0,0,0,0,0
2688,52,27,9990000,93561,1,44400,1,33448000,0,0,0,1,0
2689,56,30,2516000,94542,2,51800,2,0,0,0,0,1,0
2690,40,16,7696000,91730,1,251600,1,18426000,0,0,0,0,0
2691,64,38,2146000,90245,3,51800,2,0,0,0,0,1,0
2692,61,36,8806000,95064,2,399600,2,0,1,0,0,1,0
2693,46,20,6068000,90230,2,125800,2,0,0,0,0,1,1
2694,55,29,4588000,90089,1,14800,1,0,0,0,0,1,0
2695,45,19,6290000,94720,3,155400,1,0,0,0,0,1,1
2696,40,15,592000,94960,2,7400,2,0,0,0,0,0,0
2697,63,37,5772000,91711,4,125800,3,0,0,0,0,1,0
2698,57,32,3256000,93407,3,37000,2,0,0,0,0,1,0
2699,38,14,9028000,95819,2,592000,1,0,0,0,0,1,1
2700,37,11,1628000,90035,3,7400,2,8436000,0,0,0,0,0
2701,31,5,2886000,94590,4,162800,2,0,0,0,0,1,1
2702,50,26,4070000,94305,1,118400,2,0,0,0,0,1,0
2703,42,18,10656000,94063,2,451400,1,11692000,0,0,0,0,0
2704,51,27,5254000,92521,1,192400,2,0,0,0,0,0,1
2705,38,13,14134000,91710,2,222000,1,0,0,0,0,1,0
2706,53,26,1628000,92831,1,37000,2,7400000,0,0,0,1,0
2707,43,17,11692000,90740,1,177600,1,0,0,0,0,1,0
2708,35,9,9694000,90089,3,22200,3,0,1,0,1,1,1
2709,49,24,5550000,95670,1,207200,2,11840000,0,0,0,0,1
2710,28,4,5106000,94305,3,51800,2,12580000,0,0,0,0,0
2711,51,27,2886000,94304,2,59200,1,0,0,0,0,0,0
2712,39,14,2516000,94939,4,125800,1,0,0,0,0,1,1
2713,31,7,2368000,91320,1,125800,1,0,0,0,0,1,0
2714,44,18,9546000,92028,1,421800,1,0,0,0,0,1,0
2715,46,20,11692000,92870,3,399600,1,31968000,1,0,0,0,1
2716,42,18,3996000,90089,1,133200,1,0,0,0,0,1,0
2717,41,17,2516000,92182,1,148000,2,0,0,0,0,0,0
2718,23,-2,3330000,95422,4,44400,2,0,0,0,0,1,1
2719,59,33,5032000,95064,2,170200,3,0,0,1,0,0,0
2720,47,21,3922000,95929,1,111000,2,0,0,0,0,1,0
2721,48,23,2368000,93302,1,7400,1,0,0,0,0,0,1
2722,58,33,12802000,92121,2,532800,3,0,1,0,0,1,0
2723,58,34,2294000,92126,4,29600,1,0,0,0,0,0,0
2724,54,29,5328000,94558,2,273800,1,10656000,0,0,0,1,0
2725,49,24,2220000,90212,4,29600,2,11618000,0,0,1,1,1
2726,63,38,10212000,92675,1,185000,1,0,0,0,0,1,0
2727,62,37,1332000,92028,1,111000,2,9398000,0,0,0,0,0
2728,45,19,5106000,90840,1,207200,1,16280000,0,0,0,1,1
2729,39,13,4292000,94555,3,155400,1,18278000,0,0,0,1,0
2730,58,34,4662000,90007,4,111000,1,0,0,0,0,1,0
2731,56,30,3182000,90401,2,22200,1,0,0,1,0,0,0
2732,29,5,2072000,96651,1,14800,3,0,0,0,0,1,0
2733,33,9,2812000,93106,1,155400,3,9842000,0,0,0,0,0
2734,55,29,5328000,93107,3,22200,2,10878000,0,0,0,0,0
2735,56,31,4736000,94126,4,66600,1,0,0,0,0,1,0
2736,36,12,5180000,92131,3,192400,2,12210000,0,0,0,1,0
2737,53,29,888000,95621,1,22200,1,0,0,0,0,0,0
2738,57,31,11766000,94577,2,37000,1,0,0,0,0,0,0
2739,35,9,7622000,95120,2,333000,3,0,0,0,0,1,0
2740,43,18,3108000,91330,1,22200,3,0,0,0,0,1,0
2741,54,29,3552000,92182,2,155400,3,10508000,0,0,0,1,0
2742,29,3,3626000,90266,1,111000,1,0,0,0,0,0,0
2743,39,14,6586000,95762,2,29600,1,0,0,0,0,1,0
2744,32,8,1628000,94583,4,51800,2,0,0,0,0,1,1
2745,51,27,740000,92121,2,14800,1,6364000,0,0,0,0,0
2746,50,25,2812000,95616,1,96200,2,8880000,0,0,0,0,1
2747,54,29,3626000,92703,2,155400,3,7030000,0,0,0,1,1
2748,38,12,2220000,91765,2,103600,3,0,0,0,0,0,1
2749,32,7,6068000,94305,1,192400,2,17760000,0,0,1,1,1
2750,62,37,6068000,94086,1,59200,3,23088000,0,0,0,1,0
2751,57,33,1776000,94501,1,7400,2,0,0,0,0,0,0
2752,47,23,2368000,92251,4,44400,1,11544000,0,0,0,1,1
2753,51,25,2516000,95819,3,66600,3,8214000,0,0,0,1,0
2754,54,27,14430000,93117,2,351500,2,35298000,1,0,0,0,0
2755,26,1,4514000,93943,4,162800,1,8806000,0,0,0,0,0
2756,37,11,1628000,93711,3,7400,2,0,0,0,0,1,1
2757,27,0,2960000,91301,4,74000,3,0,0,0,0,1,0
2758,63,38,3700000,93943,2,207200,1,15170000,0,0,0,0,0
2759,62,36,2590000,94501,2,51800,3,0,0,1,0,0,1
2760,59,33,4736000,95617,3,22200,2,0,0,0,0,0,0
2761,32,7,3626000,94080,3,170200,1,0,0,0,0,1,0
2762,35,8,3256000,95045,4,74000,2,14208000,0,0,0,0,1
2763,56,31,4810000,93403,2,273800,1,0,0,0,0,1,0
2764,55,31,962000,93943,4,51800,1,0,0,0,0,1,0
2765,31,5,6216000,91320,1,214600,3,7770000,0,0,0,0,1
2766,54,29,2072000,92093,4,14800,2,7474000,0,0,0,1,0
2767,58,32,7992000,95123,3,325600,1,0,0,0,0,1,0
2768,48,24,4366000,90401,1,0,1,10656000,0,0,0,1,0
2769,48,22,12062000,95819,1,177600,1,29304000,0,0,0,1,0
2770,33,9,13542000,91320,2,651200,3,43068000,1,0,0,1,0
2771,36,6,5106000,90024,4,296000,3,0,0,0,0,1,0
2772,41,16,8510000,92333,1,518000,1,0,0,0,0,0,0
2773,55,31,9620000,92646,4,481000,1,0,1,0,0,0,1
2774,63,37,13690000,94309,2,584600,2,26492000,1,0,0,1,0
2775,53,29,8732000,94066,2,22200,1,0,0,0,0,1,0
2776,38,13,12062000,95039,1,303400,1,0,0,0,0,0,0
2777,46,20,10360000,93106,2,466200,1,28120000,0,0,0,1,1
2778,59,33,6734000,94122,2,51800,2,0,0,0,0,1,1
2779,56,31,4514000,92646,4,96200,3,0,0,0,0,1,1
2780,59,35,12432000,95521,4,303400,2,0,1,0,0,1,0
2781,39,13,5106000,90630,3,66600,2,0,0,0,0,0,0
2782,47,21,1628000,92037,1,14800,1,7696000,0,0,0,0,0
2783,47,22,3922000,92691,1,22200,1,15762000,0,0,0,0,0
2784,53,26,1850000,92123,2,74000,2,0,0,0,1,1,1
2785,36,9,8510000,91765,4,162800,2,0,1,0,0,0,0
2786,34,9,2294000,92521,4,81400,3,6290000,0,1,1,1,1
2787,36,10,6142000,94705,1,207200,3,0,0,0,0,0,1
2788,60,34,11248000,92807,2,510600,1,0,0,0,0,0,0
2789,45,20,2220000,96003,1,7400,1,0,0,0,0,1,0
2790,27,3,2516000,90065,1,14800,3,0,0,0,0,1,1
2791,47,22,3256000,95821,1,103600,3,0,0,0,0,1,1
2792,44,20,13468000,94710,2,562400,1,0,0,0,0,0,0
2793,54,30,3256000,95616,3,111000,1,8658000,0,0,0,1,0
2794,57,33,9028000,94301,2,444000,1,11322000,0,1,1,1,1
2795,52,26,2590000,94550,4,133200,1,0,0,0,0,1,0
2796,51,25,6734000,92407,1,59200,3,0,0,0,0,0,0
2797,57,32,2220000,94024,2,148000,2,0,0,0,0,0,0
2798,65,39,3922000,94608,1,185000,3,0,0,0,0,1,0
2799,58,33,2072000,94720,1,22200,3,0,0,0,0,1,0
2800,64,39,6290000,94720,4,251600,2,14800000,0,0,0,1,0
2801,52,26,2072000,93907,2,51800,2,6660000,0,0,0,1,1
2802,58,34,3034000,91016,4,29600,1,13098000,0,0,0,1,0
2803,52,22,11396000,90650,1,370000,3,0,1,1,1,1,0
2804,43,18,3034000,92831,1,22200,3,0,0,0,0,1,0
2805,56,32,2442000,95014,3,111000,1,0,0,0,0,0,0
2806,37,12,13468000,94523,3,429200,3,0,1,0,0,1,0
2807,53,27,4366000,90740,2,59200,3,0,0,0,0,1,0
2808,27,2,9546000,90009,2,244200,1,0,0,1,0,0,0
2809,53,27,2590000,94583,3,66600,3,10064000,0,0,0,1,0
2810,42,16,13690000,94705,3,162800,2,0,1,1,1,1,1
2811,58,34,3330000,93943,4,96200,2,14874000,0,0,0,0,0
2812,36,12,4588000,94065,4,7400,2,10730000,0,0,0,0,0
